BLDG,CDIV,LOC,NBLDGS,ROOF,WALL,WIND_SOL,WIND_COND,INFIL,PEOPLE,EQUIP,GROUND,TOTAL_HEAT,ROOF,WALL,WIND_SOL,WIND_COND,INFIL,PEOPLE,EQUIP,GROUND,TOTAL_COOL
3,5,7,341.3,-1.50,-4.02,2.17,-7.10,-4.42,0.30,1.95,-3.14,-15.77,0.57,0.70,2.07,0.07,0.58,0.14,0.75,-0.29,4.58
3,5,7,280.3,-0.60,-1.95,0.99,-3.15,-3.11,0.26,1.72,-1.31,-7.17,0.15,0.22,0.89,-0.03,0.25,0.11,0.54,-0.11,2.02
3,5,8,223.1,-1.28,-1.24,0.69,-2.78,-1.92,0.16,0.90,-0.10,-5.57,0.44,0.16,0.72,-0.02,0.35,0.09,0.44,0.01,2.19
3,5,8,134.3,-0.21,-0.70,0.37,-0.90,-0.95,0.09,0.59,-0.35,-2.06,0.11,0.16,0.58,-0.04,0.19,0.06,0.37,-0.05,1.39
3,5,9,156.2,-0.06,-0.04,0.03,-0.08,-0.05,0.01,0.05,0.01,-0.13,0.34,0.19,0.73,0.04,0.60,0.13,0.60,0.12,2.75
3,5,9,68.9,-0.01,-0.02,0.01,-0.03,-0.02,0.00,0.03,0.00,-0.04,0.14,0.11,0.45,-0.02,0.31,0.09,0.44,-0.04,1.48
3,6,10,250,-1.52,-1.47,0.82,-3.29,-2.28,0.19,1.06,-0.11,-6.59,0.53,0.19,0.86,-0.02,0.41,0.11,0.53,0.01,2.62
3,6,10,239.8,-0.40,-1.32,0.70,-1.70,-1.79,0.16,1.12,-0.66,-3.88,0.19,0.27,0.96,-0.06,0.32,0.11,0.61,-0.09,2.31
3,6,11,26.7,-0.05,-0.06,0.06,-0.15,-0.09,0.01,0.07,-0.03,-0.22,0.07,0.04,0.20,-0.01,0.11,0.03,0.13,-0.06,0.50
3,6,11,44.4,-0.08,-0.07,0.08,-0.20,-0.14,0.02,0.14,-0.06,-0.30,0.08,0.03,0.15,0.00,0.10,0.03,0.14,-0.06,0.47
3,7,12,38.6,-0.11,-0.13,0.14,-0.35,-0.23,0.02,0.14,-0.11,-0.61,0.11,0.06,0.25,0.04,0.18,0.04,0.15,-0.06,0.77
3,7,12,298.7,-0.56,-0.76,0.86,-2.12,-1.61,0.18,1.18,-0.66,-3.49,0.55,0.38,1.43,0.30,1.11,0.25,1.12,-0.50,4.65
3,7,13,39.3,-0.08,-0.08,0.09,-0.22,-0.13,0.02,0.11,-0.04,-0.33,0.10,0.05,0.29,-0.02,0.17,0.04,0.19,-0.09,0.74
3,7,13,40.6,-0.07,-0.06,0.08,-0.18,-0.13,0.02,0.13,-0.05,-0.27,0.11,0.04,0.22,0.00,0.14,0.04,0.19,-0.08,0.67
3,8,14,90.8,-0.49,-0.56,0.46,-1.21,-0.70,0.09,0.47,-0.51,-2.45,0.02,0.00,0.03,0.00,0.00,0.00,0.02,-0.01,0.07
3,8,14,29.9,-0.08,-0.25,0.21,-0.40,-0.33,0.03,0.19,-0.23,-0.86,0.01,0.02,0.06,0.00,0.00,0.00,0.02,-0.01,0.10
3,8,15,135.5,-0.73,-0.83,0.69,-1.81,-1.05,0.13,0.70,-0.76,-3.65,0.05,0.01,0.08,0.01,0.01,0.01,0.04,-0.03,0.16
3,8,15,28,-0.07,-0.23,0.20,-0.37,-0.31,0.03,0.18,-0.22,-0.80,0.01,0.01,0.03,0.00,0.00,0.00,0.01,-0.01,0.05
3,8,16,65.3,-0.26,-0.28,0.30,-0.62,-0.35,0.05,0.28,-0.23,-1.11,0.04,0.01,0.05,0.00,0.01,0.01,0.03,-0.02,0.12
3,8,16,103.5,-0.30,-0.39,0.39,-0.67,-0.67,0.08,0.54,-0.44,-1.46,0.08,0.04,0.13,0.02,0.02,0.02,0.10,-0.08,0.32
3,8,17,93.8,-0.14,-0.11,0.15,-0.25,-0.14,0.03,0.17,-0.06,-0.36,0.26,0.16,0.39,0.14,0.20,0.06,0.25,-0.05,1.40
3,8,17,13.9,-0.02,-0.02,0.02,-0.03,-0.02,0.00,0.03,-0.01,-0.04,0.05,0.03,0.07,0.02,0.05,0.01,0.06,-0.01,0.29
3,9,18,251.2,-1.79,-2.78,0.60,-3.90,-3.67,0.32,1.81,-0.56,-9.97,0.02,0.01,0.03,0.00,0.00,0.00,0.01,0.00,0.07
3,9,18,55.9,-0.14,-0.52,0.23,-1.03,-0.71,0.06,0.42,-0.03,-1.70,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01
3,9,19,9,-0.02,-0.06,0.09,-0.09,-0.07,0.01,0.06,-0.05,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3,9,20,21.1,-0.02,-0.08,0.11,-0.10,-0.07,0.01,0.08,-0.04,-0.11,0.01,0.01,0.03,0.00,-0.01,0.00,0.01,-0.01,0.04
1,1,1,1031.1,-4.97,-20.92,8.04,-31.59,-32.72,1.60,10.80,-20.99,-90.75,0.31,0.66,2.80,-0.07,0.69,0.12,0.85,-0.63,4.73
1,1,1,326,-1.27,-3.80,1.69,-6.36,-7.95,0.51,3.44,-6.87,-20.62,0.11,0.14,0.59,0.01,0.18,0.06,0.31,-0.24,1.15
1,2,2,3477.5,-23.74,-61.31,19.83,-85.15,-94.00,4.90,32.94,-54.30,-260.82,3.63,4.77,15.24,0.06,4.75,1.09,6.15,-3.31,32.39
1,2,2,788.8,-2.95,-8.76,2.95,-13.47,-19.04,1.13,8.00,-6.36,-38.49,0.42,0.61,2.31,-0.03,0.86,0.25,1.56,-0.48,5.48
1,3,3,1238.4,-9.57,-13.06,4.75,-24.12,-23.72,1.81,10.71,-25.63,-78.84,1.33,0.58,3.11,0.14,1.05,0.35,1.82,-1.66,6.71
1,3,3,355.9,-1.33,-4.87,2.00,-7.62,-8.77,0.52,3.59,-7.93,-24.43,0.22,0.39,1.36,0.27,0.45,0.13,0.74,-0.60,2.97
1,3,4,3757,-29.69,-40.50,14.71,-74.78,-73.54,5.61,33.21,-79.47,-244.44,5.10,2.22,11.90,0.52,4.03,1.35,6.96,-6.37,25.71
1,3,4,591.8,-2.30,-8.44,3.46,-13.21,-15.20,0.90,6.21,-13.75,-42.34,0.41,0.72,2.51,0.51,0.83,0.24,1.38,-1.11,5.49
1,4,5,772,-6.29,-10.63,2.15,-16.02,-15.45,1.30,7.33,-18.47,-56.07,0.70,0.54,1.94,0.10,0.62,0.21,1.17,-1.11,4.16
1,4,5,47.3,-0.23,-0.63,0.23,-1.09,-1.41,0.07,0.52,-0.95,-3.49,0.03,0.04,0.16,0.00,0.05,0.02,0.10,-0.11,0.29
1,4,6,901.4,-4.35,-7.24,2.93,-11.03,-9.83,1.12,6.32,-10.67,-32.76,2.01,1.52,5.28,0.41,2.51,0.87,3.75,-1.22,15.12
1,4,6,350.6,-1.22,-4.36,2.23,-6.24,-6.50,0.46,3.20,-5.73,-18.17,0.54,0.98,3.25,0.19,1.52,0.36,1.75,-0.26,8.32
1,5,7,3556,-23.93,-63.93,34.47,-113.07,-70.39,4.74,31.08,-49.96,-250.98,9.56,11.65,34.55,1.24,9.61,2.29,12.46,-4.80,76.56
1,5,7,1058.5,-3.29,-10.65,5.42,-17.25,-17.03,1.41,9.38,-7.18,-39.19,1.31,1.90,7.74,-0.28,2.14,0.93,4.69,-0.94,17.49
1,5,8,806.5,-7.52,-7.27,4.08,-16.31,-11.30,0.92,5.26,-0.56,-32.70,3.20,1.13,5.24,-0.12,2.52,0.68,3.20,0.07,15.91
1,5,8,189.9,-0.48,-1.57,0.83,-2.03,-2.13,0.19,1.33,-0.78,-4.62,0.31,0.43,1.55,-0.10,0.51,0.17,0.99,-0.14,3.72
1,5,9,924.1,-0.85,-0.58,0.41,-1.18,-0.74,0.15,0.77,0.17,-1.86,6.38,3.61,13.58,0.78,11.13,2.46,11.23,2.16,51.32
1,5,9,803.8,-0.21,-0.30,0.23,-0.57,-0.38,0.08,0.47,0.03,-0.64,3.41,2.50,10.81,-0.42,7.40,2.17,10.35,-1.05,35.16
1,6,10,2023.3,-18.59,-17.96,10.08,-40.29,-27.93,2.27,13.00,-1.38,-80.79,8.02,2.84,13.14,-0.29,6.32,1.70,8.02,0.18,39.93
1,6,10,540.1,-1.33,-4.33,2.30,-5.59,-5.87,0.53,3.68,-2.16,-12.77,0.84,1.16,4.21,-0.28,1.39,0.47,2.68,-0.37,10.10
1,6,11,380.6,-1.14,-1.20,1.28,-3.15,-1.91,0.26,1.58,-0.55,-4.83,1.67,0.88,4.64,-0.25,2.69,0.63,3.04,-1.39,11.91
1,6,11,104.9,-0.29,-0.24,0.31,-0.72,-0.50,0.07,0.50,-0.21,-1.08,0.46,0.19,0.93,0.00,0.62,0.19,0.82,-0.34,2.87
1,7,12,3268.1,-13.55,-15.50,17.00,-42.72,-28.18,2.91,17.36,-13.09,-75.78,14.07,8.08,32.50,5.19,24.03,4.61,19.39,-7.99,99.87
1,7,12,1424.8,-3.91,-5.36,6.05,-14.89,-11.29,1.28,8.28,-4.65,-24.49,4.40,3.10,11.54,2.40,8.94,2.05,9.01,-3.99,37.45
1,7,13,346.9,-1.04,-1.10,1.17,-2.87,-1.75,0.23,1.44,-0.50,-4.40,1.53,0.80,4.23,-0.23,2.45,0.58,2.77,-1.27,10.85
1,7,13,180.2,-0.50,-0.42,0.54,-1.25,-0.87,0.13,0.87,-0.36,-1.88,0.79,0.32,1.60,0.00,1.07,0.32,1.42,-0.58,4.93
1,8,14,586.3,-4.79,-5.47,4.56,-11.93,-6.92,0.86,4.65,-5.00,-24.07,0.24,0.05,0.39,0.04,0.05,0.03,0.21,-0.18,0.83
1,8,14,142.7,-0.57,-1.81,1.54,-2.92,-2.44,0.22,1.42,-1.69,-6.24,0.02,0.02,0.08,0.00,0.01,0.00,0.03,-0.02,0.14
1,8,15,535.1,-4.04,-4.61,3.84,-10.05,-5.83,0.72,3.92,-4.21,-20.26,0.23,0.05,0.37,0.04,0.05,0.03,0.20,-0.17,0.78
1,8,15,34.6,-0.12,-0.38,0.32,-0.61,-0.51,0.05,0.30,-0.35,-1.30,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.03
1,8,16,335.5,-1.96,-2.13,2.26,-4.73,-2.67,0.39,2.10,-1.72,-8.47,0.36,0.10,0.53,0.03,0.05,0.06,0.31,-0.20,1.24
1,8,16,74.3,-0.30,-0.39,0.39,-0.67,-0.67,0.08,0.54,-0.44,-1.46,0.08,0.04,0.13,0.01,0.02,0.02,0.10,-0.08,0.31
1,8,17,482.8,-1.16,-0.89,1.18,-2.03,-1.17,0.26,1.37,-0.51,-2.95,2.24,1.36,3.34,1.20,1.72,0.52,2.18,-0.47,12.10
1,8,17,100.3,-0.16,-0.17,0.17,-0.25,-0.25,0.05,0.30,-0.13,-0.43,0.56,0.40,0.84,0.30,0.61,0.16,0.72,-0.09,3.49
1,9,18,966.9,-10.71,-16.65,3.60,-23.37,-22.00,1.89,10.85,-3.37,-59.76,0.14,0.09,0.28,-0.01,0.02,0.02,0.11,-0.02,0.64
1,9,18,531.7,-1.85,-6.89,3.08,-13.82,-9.44,0.86,5.63,-0.35,-22.78,0.03,0.05,0.25,-0.02,0.00,0.01,0.06,0.00,0.38
1,9,19,1642.4,-15.86,-25.39,15.69,-30.44,-19.28,2.67,14.02,-0.55,-59.14,0.21,0.18,0.36,-0.02,0.00,0.02,0.14,-0.02,0.86
1,9,19,482.2,-1.30,-4.73,6.65,-6.69,-4.85,0.67,4.31,-3.99,-9.93,0.03,0.04,0.16,0.00,0.01,0.01,0.05,-0.04,0.26
1,9,20,1961.1,-12.19,-17.38,11.13,-18.78,-10.39,2.27,11.96,-0.61,-33.99,1.53,1.08,2.48,-0.63,-0.79,0.05,0.89,-0.10,4.51
1,9,20,283.4,-0.44,-1.47,2.07,-1.85,-1.23,0.22,1.47,-0.79,-2.04,0.11,0.17,0.59,-0.08,-0.13,0.03,0.28,-0.14,0.82
1,1,1,139.8,-0.65,-2.75,1.06,-4.15,-4.29,0.21,1.42,-2.76,-11.91,0.02,0.05,0.22,-0.01,0.05,0.01,0.07,-0.05,0.36
1,1,1,105.1,-0.37,-1.10,0.49,-1.84,-2.30,0.15,1.00,-1.99,-5.96,0.05,0.06,0.26,0.01,0.08,0.02,0.14,-0.10,0.51
1,2,2,699.4,-4.45,-11.50,3.72,-15.96,-17.62,0.92,6.18,-10.18,-48.90,0.72,0.95,3.03,0.01,0.94,0.22,1.22,-0.66,6.44
1,2,2,166.6,-0.57,-1.70,0.57,-2.61,-3.69,0.22,1.55,-1.23,-7.45,0.09,0.13,0.50,-0.01,0.19,0.05,0.34,-0.10,1.20
1,3,3,34,-0.24,-0.33,0.12,-0.61,-0.60,0.05,0.27,-0.64,-1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,3,3,22.6,-0.09,-0.34,0.14,-0.53,-0.61,0.04,0.25,-0.55,-1.70,0.02,0.03,0.09,0.02,0.03,0.01,0.05,-0.04,0.20
1,3,4,181.2,-1.47,-2.01,0.73,-3.70,-3.64,0.28,1.64,-3.94,-12.10,0.28,0.12,0.65,0.03,0.22,0.07,0.38,-0.35,1.41
1,3,4,71.1,-0.28,-1.02,0.42,-1.59,-1.83,0.11,0.75,-1.65,-5.09,0.05,0.08,0.29,0.06,0.10,0.03,0.16,-0.13,0.64
1,4,5,22.6,-0.19,-0.31,0.06,-0.47,-0.46,0.04,0.22,-0.55,-1.66,0.02,0.02,0.06,0.00,0.02,0.01,0.04,-0.03,0.13
1,4,5,60.6,-0.33,-0.90,0.33,-1.56,-2.00,0.10,0.74,-1.35,-4.96,0.03,0.04,0.18,0.00,0.06,0.02,0.11,-0.12,0.33
1,4,6,53.8,-0.22,-0.36,0.15,-0.55,-0.49,0.06,0.32,-0.53,-1.64,0.11,0.09,0.30,0.02,0.14,0.05,0.21,-0.07,0.85
1,4,6,51.3,-0.16,-0.58,0.29,-0.82,-0.86,0.06,0.42,-0.76,-2.40,0.07,0.12,0.40,0.02,0.19,0.04,0.22,-0.03,1.03
1,5,7,314.9,-2.07,-5.52,2.98,-9.76,-6.08,0.41,2.68,-4.31,-21.67,0.78,0.95,2.82,0.10,0.78,0.19,1.02,-0.39,6.24
1,5,7,660.2,-2.04,-6.58,3.35,-10.66,-10.53,0.87,5.80,-4.44,-24.23,0.74,1.08,4.40,-0.16,1.21,0.53,2.67,-0.53,9.94
1,5,8,95.2,-0.88,-0.85,0.48,-1.90,-1.32,0.11,0.61,-0.06,-3.81,0.20,0.07,0.33,-0.01,0.16,0.04,0.20,0.00,0.99
1,5,8,82.1,-0.21,-0.69,0.37,-0.89,-0.94,0.09,0.59,-0.35,-2.04,0.12,0.17,0.60,-0.04,0.20,0.07,0.38,-0.05,1.45
1,5,9,97.7,-0.06,-0.04,0.03,-0.08,-0.05,0.01,0.05,0.01,-0.13,0.60,0.34,1.27,0.07,1.04,0.23,1.05,0.20,4.81
1,5,9,111.7,-0.03,-0.04,0.03,-0.07,-0.05,0.01,0.06,0.00,-0.08,0.43,0.31,1.35,-0.05,0.93,0.27,1.29,-0.13,4.40
1,6,10,85,-0.66,-0.64,0.36,-1.43,-0.99,0.08,0.46,-0.05,-2.86,0.29,0.10,0.48,-0.01,0.23,0.06,0.29,0.01,1.46
1,6,10,68.6,-0.17,-0.54,0.29,-0.70,-0.74,0.07,0.46,-0.27,-1.60,0.10,0.14,0.50,-0.03,0.17,0.06,0.32,-0.04,1.21
1,6,11,4.2,-0.01,-0.01,0.01,-0.03,-0.02,0.00,0.02,-0.01,-0.04,0.02,0.01,0.03,0.00,0.02,0.01,0.03,-0.01,0.10
1,7,12,268.5,-1.01,-1.15,1.26,-3.17,-2.09,0.22,1.29,-0.97,-5.63,1.12,0.65,2.60,0.41,1.92,0.37,1.55,-0.64,7.98
1,7,12,161.6,-0.38,-0.52,0.59,-1.45,-1.10,0.13,0.81,-0.45,-2.38,0.46,0.32,1.21,0.25,0.93,0.21,0.94,-0.42,3.91
1,7,13,47.2,-0.11,-0.11,0.12,-0.29,-0.18,0.02,0.15,-0.05,-0.45,0.19,0.10,0.52,-0.03,0.30,0.07,0.34,-0.15,1.33
1,7,13,117.9,-0.25,-0.21,0.26,-0.61,-0.42,0.06,0.42,-0.18,-0.91,0.46,0.19,0.94,0.00,0.63,0.19,0.83,-0.34,2.90
1,8,14,49.9,-0.35,-0.40,0.34,-0.88,-0.51,0.06,0.34,-0.37,-1.77,0.02,0.00,0.03,0.00,0.00,0.00,0.01,-0.01,0.06
1,8,14,88.1,-0.31,-0.99,0.84,-1.59,-1.33,0.12,0.77,-0.92,-3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,8,15,17.5,-0.12,-0.14,0.11,-0.29,-0.17,0.02,0.11,-0.12,-0.59,0.02,0.00,0.03,0.00,0.00,0.00,0.02,-0.01,0.07
1,8,15,43.4,-0.16,-0.52,0.44,-0.84,-0.70,0.06,0.41,-0.48,-1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,8,17,87.6,-0.19,-0.15,0.20,-0.34,-0.20,0.04,0.23,-0.09,-0.50,0.38,0.23,0.56,0.20,0.29,0.09,0.36,-0.08,2.03
1,8,17,53.3,-0.08,-0.08,0.08,-0.12,-0.12,0.02,0.15,-0.06,-0.21,0.27,0.19,0.40,0.14,0.29,0.07,0.34,-0.04,1.67
1,9,18,235.7,-2.24,-3.49,0.75,-4.90,-4.61,0.40,2.27,-0.71,-12.53,0.01,0.01,0.03,0.00,0.00,0.00,0.01,0.00,0.06
1,9,18,97.9,-0.28,-1.03,0.46,-2.07,-1.42,0.13,0.84,-0.05,-3.42,0.02,0.03,0.15,-0.01,0.00,0.00,0.04,0.00,0.23
1,9,19,17.7,-0.14,-0.23,0.14,-0.27,-0.17,0.02,0.12,0.00,-0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1,9,19,168.8,-0.41,-1.50,2.11,-2.12,-1.54,0.21,1.36,-1.26,-3.15,0.01,0.02,0.06,0.00,0.00,0.00,0.02,-0.01,0.10
1,9,20,99.4,-0.51,-0.73,0.47,-0.79,-0.44,0.10,0.50,-0.03,-1.43,0.07,0.05,0.12,-0.03,-0.04,0.00,0.04,0.00,0.21
1,9,20,129.9,-0.18,-0.61,0.86,-0.77,-0.51,0.09,0.61,-0.33,-0.84,0.02,0.04,0.12,-0.02,-0.03,0.01,0.06,-0.03,0.17
2,1,1,118,-0.93,-1.25,0.43,-1.84,-2.68,0.29,0.99,-1.06,-6.05,0.06,0.01,0.19,-0.01,0.06,0.04,0.11,-0.08,0.38
2,1,1,16.1,-0.04,-0.04,0.03,-0.17,-0.17,0.02,0.10,-0.11,-0.38,0.00,0.00,0.01,0.00,0.00,0.00,0.01,-0.01,0.01
2,2,2,675.9,-4.31,-5.79,1.77,-8.60,-12.11,1.35,4.69,-4.57,-27.55,0.40,0.19,1.17,-0.14,0.39,0.32,0.83,-0.52,2.64
2,2,2,146.5,-0.43,-0.34,0.28,-1.64,-1.58,0.18,0.97,-0.93,-3.50,0.04,0.01,0.33,-0.11,0.07,0.09,0.33,-0.26,0.50
2,3,3,4.7,-0.02,-0.04,0.02,-0.06,-0.08,0.01,0.05,-0.06,-0.19,0.00,0.00,0.01,0.00,0.00,0.00,0.01,-0.02,0.02
2,3,4,335.4,-8.19,-6.49,1.67,-4.77,-10.86,1.11,4.27,-4.41,-27.66,0.00,0.81,0.19,0.89,-0.09,0.33,0.33,0.92,3.38
2,3,4,98,-0.34,-0.79,0.30,-1.11,-1.57,0.19,0.90,-1.18,-3.61,0.04,0.06,0.21,-0.02,0.06,0.07,0.23,-0.28,0.37
2,4,5,97.1,-2.45,-1.94,0.39,-1.37,-3.11,0.29,1.10,-1.69,-8.78,0.00,0.17,0.03,0.18,-0.02,0.07,0.06,0.17,0.66
2,4,5,4,-0.02,-0.05,0.01,-0.07,-0.10,0.01,0.05,-0.06,-0.23,0.00,0.00,0.01,0.00,0.00,0.00,0.01,-0.01,0.02
2,4,6,45.6,-0.53,-0.40,0.14,-0.31,-0.57,0.08,0.31,-0.30,-1.59,0.00,0.20,0.10,0.19,-0.01,0.12,0.07,0.22,0.88
2,4,6,35.6,-0.07,-0.17,0.07,-0.23,-0.27,0.04,0.20,-0.18,-0.60,0.02,0.04,0.11,0.00,0.05,0.04,0.13,-0.09,0.30
2,5,7,236.4,-2.32,-1.40,0.43,-1.27,-2.13,0.25,1.39,-1.07,-6.11,0.59,0.20,0.47,-0.04,0.34,0.18,0.73,-0.27,2.20
2,5,7,164.9,-0.48,-0.47,0.18,-0.67,-1.39,0.20,1.07,-0.74,-2.29,0.06,0.05,0.21,-0.05,0.09,0.14,0.50,-0.36,0.63
2,5,8,12.6,-0.06,-0.03,0.01,-0.03,-0.05,0.01,0.04,-0.01,-0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,5,8,107.3,-0.27,-0.24,0.09,-0.37,-0.69,0.10,0.61,-0.04,-0.81,0.08,0.08,0.32,-0.12,0.10,0.24,0.79,-0.36,1.14
2,5,9,173.1,-0.07,-0.01,0.01,-0.03,-0.04,0.01,0.06,0.00,-0.06,0.74,0.36,0.74,-0.05,1.00,0.37,1.45,-0.02,4.59
2,5,9,72.5,-0.01,0.00,0.00,-0.01,-0.01,0.00,0.01,0.00,-0.01,0.07,0.06,0.26,-0.04,0.28,0.20,0.78,-0.03,1.58
2,6,10,121.2,-0.76,-0.41,0.18,-0.42,-0.62,0.09,0.54,-0.14,-1.55,0.25,0.09,0.22,-0.04,0.12,0.09,0.34,-0.14,0.94
2,6,10,15.8,-0.03,-0.02,0.01,-0.04,-0.07,0.01,0.06,0.00,-0.08,0.01,0.01,0.03,-0.01,0.01,0.02,0.07,-0.03,0.09
2,6,11,8,-0.01,0.00,0.00,-0.01,-0.01,0.00,0.02,0.00,-0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.04,-0.01,0.07
2,7,12,218.9,-1.12,-0.60,0.31,-0.63,-0.96,0.15,0.85,-0.23,-2.23,0.91,0.41,0.62,0.05,0.86,0.26,1.02,-0.22,3.92
2,7,12,60.2,-0.07,-0.06,0.03,-0.10,-0.16,0.03,0.16,0.00,-0.17,0.04,0.03,0.09,0.00,0.11,0.07,0.25,-0.07,0.52
2,7,13,36.5,-0.15,-0.07,0.04,-0.08,-0.12,0.02,0.13,-0.02,-0.25,0.17,0.08,0.14,0.00,0.18,0.07,0.26,-0.05,0.85
2,7,13,36.5,-0.04,-0.03,0.01,-0.05,-0.09,0.01,0.10,0.00,-0.08,0.04,0.03,0.12,-0.01,0.12,0.09,0.33,-0.08,0.64
2,8,14,76,-0.56,-0.72,0.32,-0.67,-0.63,0.10,0.55,-0.69,-2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,8,15,12.2,-0.09,-0.12,0.05,-0.11,-0.10,0.02,0.09,-0.11,-0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2,8,17,39.2,-0.06,-0.07,0.03,-0.04,-0.04,0.01,0.07,-0.01,-0.11,0.13,0.15,0.13,0.03,0.08,0.05,0.18,-0.02,0.74
2,8,17,5.9,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.01,0.01,0.02,0.00,0.05
2,9,18,338.7,-2.05,-2.73,0.79,-2.42,-2.80,0.50,2.70,-2.54,-8.56,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01
2,9,18,97,-0.23,-0.53,0.09,-0.37,-0.72,0.14,0.79,-0.48,-1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
2,9,19,135.8,-0.68,-1.06,0.56,-0.76,-0.79,0.19,1.12,-0.27,-1.69,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.02
2,9,19,48.8,-0.08,-0.16,0.07,-0.12,-0.18,0.05,0.32,-0.10,-0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01
2,9,20,237.3,-0.39,-0.54,0.30,-0.36,-0.33,0.09,0.69,-0.10,-0.64,0.01,0.01,0.01,-0.01,0.00,0.00,0.01,-0.01,0.04
2,9,20,35.2,-0.02,-0.04,0.01,-0.03,-0.04,0.01,0.09,-0.02,-0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.01,-0.01,0.02
2,1,1,548.3,-1.21,-2.28,1.11,-4.80,-6.97,0.75,2.58,-0.97,-11.77,0.09,0.03,0.55,-0.03,0.16,0.11,0.32,-0.08,1.15
2,1,1,91,-0.14,-0.15,0.16,-0.83,-0.83,0.09,0.48,-0.29,-1.53,0.01,0.00,0.10,-0.03,0.01,0.02,0.08,-0.04,0.15
2,2,2,1186.8,-2.41,-4.54,1.98,-9.63,-13.56,1.52,5.26,-1.79,-23.17,0.26,0.18,1.53,-0.18,0.51,0.42,1.09,-0.24,3.57
2,2,2,319.6,-0.32,-0.35,0.42,-2.39,-2.31,0.26,1.41,-0.48,-3.76,0.03,0.01,0.41,-0.13,0.08,0.11,0.41,-0.11,0.79
2,3,3,223,-0.32,-0.39,0.15,-1.36,-1.86,0.21,1.09,-0.20,-2.68,0.02,0.01,0.19,-0.03,0.04,0.07,0.25,-0.06,0.50
2,3,3,118.5,-0.17,-0.49,0.22,-0.83,-1.17,0.14,0.67,-0.49,-2.12,0.01,0.02,0.10,-0.01,0.03,0.03,0.10,-0.07,0.22
2,3,4,1384.7,-2.80,-3.47,1.36,-11.99,-16.41,1.82,9.57,-1.73,-23.64,0.21,0.11,1.84,-0.29,0.43,0.69,2.39,-0.60,4.79
2,3,4,368.9,-0.52,-1.70,0.91,-3.39,-4.80,0.59,2.74,-1.26,-7.43,0.07,0.14,0.69,-0.08,0.19,0.23,0.74,-0.32,1.67
2,4,5,104.7,-0.26,-0.32,0.07,-1.07,-1.41,0.15,0.76,-0.23,-2.33,0.02,0.01,0.13,-0.02,0.03,0.04,0.15,-0.05,0.30
2,4,5,17.3,-0.05,-0.13,0.04,-0.21,-0.29,0.03,0.15,-0.09,-0.55,0.00,0.01,0.03,0.00,0.01,0.01,0.03,-0.02,0.06
2,4,6,252.4,-0.50,-0.52,0.26,-1.52,-1.73,0.25,1.35,-0.34,-2.77,0.12,0.11,0.68,-0.02,0.29,0.25,0.94,-0.25,2.13
2,4,6,148.3,-0.19,-0.54,0.28,-0.89,-1.03,0.16,0.78,-0.39,-1.81,0.06,0.12,0.45,-0.02,0.19,0.15,0.52,-0.19,1.29
2,5,7,777.6,-3.30,-2.86,0.74,-2.54,-6.09,0.85,4.20,-1.25,-10.23,0.66,0.36,0.86,-0.11,0.69,0.63,2.24,-0.41,4.92
2,5,7,465.5,-0.61,-0.83,0.46,-1.68,-3.52,0.50,2.72,-0.66,-3.61,0.09,0.11,0.70,-0.16,0.31,0.45,1.66,-0.42,2.75
2,5,8,128.3,-0.30,-0.24,0.08,-0.23,-0.48,0.08,0.43,-0.02,-0.69,0.09,0.06,0.13,-0.03,0.08,0.11,0.37,-0.06,0.75
2,5,8,260.4,-0.20,-0.25,0.14,-0.56,-1.02,0.14,0.91,-0.02,-0.86,0.05,0.07,0.39,-0.15,0.12,0.30,0.97,-0.15,1.60
2,5,9,513,-0.17,-0.03,0.03,-0.09,-0.15,0.03,0.25,0.00,-0.12,1.29,0.90,1.95,-0.14,3.22,1.71,6.30,-0.12,15.12
2,5,9,288.9,-0.02,-0.01,0.00,-0.03,-0.04,0.01,0.07,0.00,-0.02,0.18,0.18,0.98,-0.17,1.05,0.74,2.88,-0.07,5.78
